State,Year,Educational attainment,Total_Thousands,Value in Thousands,Percentage,Latitude,Longitude,Latitude2,Longitude2
Pahang,2012,Primary,650.9,125.8,0.193,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2012,Secondary,650.9,379.8,0.583,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2012,Tertiary,650.9,130.2,0.2,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2013,No formal education,678.9,19.1,0.028,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2013,Primary,678.9,141,0.208,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2013,Secondary,678.9,381.2,0.561,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2013,Tertiary,678.9,137.5,0.203,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2014,No formal education,702.1,14.5,0.021,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2014,Primary,702.1,138.5,0.197,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2014,Secondary,702.1,397.2,0.566,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2014,Tertiary,702.1,151.9,0.216,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2015,No formal education,718.2,19.6,0.027,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2015,Primary,718.2,130.5,0.182,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2015,Secondary,718.2,406,0.565,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2015,Tertiary,718.2,162,0.226,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2016,No formal education,710.5,18.1,0.025,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2016,Primary,710.5,112,0.158,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2016,Secondary,710.5,407.8,0.574,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2016,Tertiary,710.5,172.6,0.243,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2017,No formal education,710.9,14.7,0.021,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2017,Primary,710.9,106.9,0.15,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2017,Secondary,710.9,426.2,0.6,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2017,Tertiary,710.9,163,0.229,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2018,No formal education,735.6,13.4,0.018,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2018,Primary,735.6,107.1,0.146,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2018,Secondary,735.6,439.1,0.597,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2018,Tertiary,735.6,175.9,0.239,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2019,No formal education,741,12.4,0.017,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2019,Primary,741,101.2,0.137,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2019,Secondary,741,435.6,0.588,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2019,Tertiary,741,191.8,0.259,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2020,No formal education,739.1,13.5,0.018,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2020,Primary,739.1,90.1,0.122,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2020,Secondary,739.1,429.6,0.581,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2020,Tertiary,739.1,206,0.279,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2021,No formal education,729.4,17.9,0.025,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2021,Primary,729.4,69.3,0.095,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2021,Secondary,729.4,414.9,0.569,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2021,Tertiary,729.4,227.2,0.311,3.6168822,102.5994547,3.2168822,104.0994547
Perak,2000,No formal education,771.3,37.1,0.048,4.812181,100.9797908,4.512181,100.0797908
Perak,2000,Primary,771.3,218.8,0.284,4.812181,100.9797908,4.512181,100.0797908
Perak,2000,Secondary,771.3,437.7,0.567,4.812181,100.9797908,4.512181,100.0797908
Perak,2000,Tertiary,771.3,77.6,0.101,4.812181,100.9797908,4.512181,100.0797908
Perak,2001,No formal education,761.3,29.5,0.039,4.812181,100.9797908,4.512181,100.0797908
Perak,2001,Primary,761.3,213.9,0.281,4.812181,100.9797908,4.512181,100.0797908
Perak,2001,Secondary,761.3,449.1,0.59,4.812181,100.9797908,4.512181,100.0797908
Perak,2001,Tertiary,761.3,68.8,0.09,4.812181,100.9797908,4.512181,100.0797908
Perak,2002,No formal education,820.6,33.6,0.041,4.812181,100.9797908,4.512181,100.0797908
Perak,2002,Primary,820.6,219.7,0.268,4.812181,100.9797908,4.512181,100.0797908
Perak,2002,Secondary,820.6,481.8,0.587,4.812181,100.9797908,4.512181,100.0797908
Perak,2002,Tertiary,820.6,85.4,0.104,4.812181,100.9797908,4.512181,100.0797908
Perak,2003,No formal education,771.4,23.4,0.03,4.812181,100.9797908,4.512181,100.0797908
Perak,2003,Primary,771.4,198.1,0.257,4.812181,100.9797908,4.512181,100.0797908
Perak,2003,Secondary,771.4,467.7,0.606,4.812181,100.9797908,4.512181,100.0797908
Perak,2003,Tertiary,771.4,82.1,0.106,4.812181,100.9797908,4.512181,100.0797908
Perak,2004,No formal education,818.3,30.4,0.037,4.812181,100.9797908,4.512181,100.0797908
Perak,2004,Primary,818.3,187.9,0.23,4.812181,100.9797908,4.512181,100.0797908
Perak,2004,Secondary,818.3,494.6,0.604,4.812181,100.9797908,4.512181,100.0797908
Perak,2004,Tertiary,818.3,103.2,0.126,4.812181,100.9797908,4.512181,100.0797908
Perak,2005,No formal education,828.8,29.4,0.035,4.812181,100.9797908,4.512181,100.0797908
Perak,2005,Primary,828.8,185.2,0.223,4.812181,100.9797908,4.512181,100.0797908
Perak,2005,Secondary,828.8,508.3,0.613,4.812181,100.9797908,4.512181,100.0797908
Perak,2005,Tertiary,828.8,105.9,0.128,4.812181,100.9797908,4.512181,100.0797908
Perak,2006,No formal education,845.5,25.6,0.03,4.812181,100.9797908,4.512181,100.0797908
Perak,2006,Primary,845.5,196.1,0.232,4.812181,100.9797908,4.512181,100.0797908
Perak,2006,Secondary,845.5,518.7,0.613,4.812181,100.9797908,4.512181,100.0797908
Perak,2006,Tertiary,845.5,105.1,0.124,4.812181,100.9797908,4.512181,100.0797908
Perak,2007,No formal education,877.9,25.3,0.029,4.812181,100.9797908,4.512181,100.0797908
Perak,2007,Primary,877.9,182.5,0.208,4.812181,100.9797908,4.512181,100.0797908
Perak,2007,Secondary,877.9,551.4,0.628,4.812181,100.9797908,4.512181,100.0797908
Perak,2007,Tertiary,877.9,118.7,0.135,4.812181,100.9797908,4.512181,100.0797908
Perak,2008,No formal education,892.6,27.7,0.031,4.812181,100.9797908,4.512181,100.0797908
Perak,2008,Primary,892.6,173.4,0.194,4.812181,100.9797908,4.512181,100.0797908
Perak,2008,Secondary,892.6,559.9,0.627,4.812181,100.9797908,4.512181,100.0797908
Perak,2008,Tertiary,892.6,131.6,0.147,4.812181,100.9797908,4.512181,100.0797908
Perak,2009,No formal education,923.7,27.3,0.03,4.812181,100.9797908,4.512181,100.0797908
Perak,2009,Primary,923.7,160,0.173,4.812181,100.9797908,4.512181,100.0797908
Perak,2009,Secondary,923.7,572.5,0.62,4.812181,100.9797908,4.512181,100.0797908
Perak,2009,Tertiary,923.7,163.9,0.177,4.812181,100.9797908,4.512181,100.0797908
Perak,2010,No formal education,906,22.5,0.025,4.812181,100.9797908,4.512181,100.0797908
Perak,2010,Primary,906,159.4,0.176,4.812181,100.9797908,4.512181,100.0797908
Perak,2010,Secondary,906,562.4,0.621,4.812181,100.9797908,4.512181,100.0797908
Perak,2010,Tertiary,906,161.8,0.179,4.812181,100.9797908,4.512181,100.0797908
Perak,2011,No formal education,944.6,17,0.018,4.812181,100.9797908,4.512181,100.0797908
Perak,2011,Primary,944.6,163.9,0.174,4.812181,100.9797908,4.512181,100.0797908
Perak,2011,Secondary,944.6,582,0.616,4.812181,100.9797908,4.512181,100.0797908
Perak,2011,Tertiary,944.6,181.8,0.192,4.812181,100.9797908,4.512181,100.0797908
Perak,2012,No formal education,955.4,13.9,0.015,4.812181,100.9797908,4.512181,100.0797908
Perak,2012,Primary,955.4,169.6,0.178,4.812181,100.9797908,4.512181,100.0797908
Perak,2012,Secondary,955.4,597.6,0.625,4.812181,100.9797908,4.512181,100.0797908
Perak,2012,Tertiary,955.4,174.4,0.183,4.812181,100.9797908,4.512181,100.0797908
Perak,2013,No formal education,985.2,16.7,0.017,4.812181,100.9797908,4.512181,100.0797908
Perak,2013,Primary,985.2,168.7,0.171,4.812181,100.9797908,4.512181,100.0797908
Perak,2013,Secondary,985.2,620.3,0.63,4.812181,100.9797908,4.512181,100.0797908
Perak,2013,Tertiary,985.2,179.5,0.182,4.812181,100.9797908,4.512181,100.0797908
Perak,2014,No formal education,987.2,11.9,0.012,4.812181,100.9797908,4.512181,100.0797908
Perak,2014,Primary,987.2,138.6,0.14,4.812181,100.9797908,4.512181,100.0797908
Perak,2014,Secondary,987.2,631.7,0.64,4.812181,100.9797908,4.512181,100.0797908
Perak,2014,Tertiary,987.2,205,0.208,4.812181,100.9797908,4.512181,100.0797908
Perak,2015,No formal education,"1,014.30",21.2,0.021,4.812181,100.9797908,4.512181,100.0797908
Perak,2015,Primary,"1,014.30",141.2,0.139,4.812181,100.9797908,4.512181,100.0797908
Perak,2015,Secondary,"1,014.30",628,0.619,4.812181,100.9797908,4.512181,100.0797908
Perak,2015,Tertiary,"1,014.30",223.9,0.221,4.812181,100.9797908,4.512181,100.0797908
Perak,2016,No formal education,"1,023.10",11.4,0.011,4.812181,100.9797908,4.512181,100.0797908
Perak,2016,Primary,"1,023.10",130.4,0.127,4.812181,100.9797908,4.512181,100.0797908
Perak,2016,Secondary,"1,023.10",643.7,0.629,4.812181,100.9797908,4.512181,100.0797908
Perak,2016,Tertiary,"1,023.10",237.5,0.232,4.812181,100.9797908,4.512181,100.0797908
Perak,2017,No formal education,"1,052.40",20.8,0.02,4.812181,100.9797908,4.512181,100.0797908
Perak,2017,Primary,"1,052.40",134.7,0.128,4.812181,100.9797908,4.512181,100.0797908
Perak,2017,Secondary,"1,052.40",650.1,0.618,4.812181,100.9797908,4.512181,100.0797908
Perak,2017,Tertiary,"1,052.40",246.9,0.235,4.812181,100.9797908,4.512181,100.0797908
Perak,2018,No formal education,"1,069.80",8.5,0.008,4.812181,100.9797908,4.512181,100.0797908
Perak,2018,Primary,"1,069.80",123.9,0.116,4.812181,100.9797908,4.512181,100.0797908
Perak,2018,Secondary,"1,069.80",674.9,0.631,4.812181,100.9797908,4.512181,100.0797908
Perak,2018,Tertiary,"1,069.80",262.5,0.245,4.812181,100.9797908,4.512181,100.0797908
Perak,2019,No formal education,"1,080.30",14.4,0.013,4.812181,100.9797908,4.512181,100.0797908
Perak,2019,Primary,"1,080.30",117.3,0.109,4.812181,100.9797908,4.512181,100.0797908
Perak,2019,Secondary,"1,080.30",669.9,0.62,4.812181,100.9797908,4.512181,100.0797908
Perak,2019,Tertiary,"1,080.30",278.7,0.258,4.812181,100.9797908,4.512181,100.0797908
Perak,2020,No formal education,1095.8,13.4,0.012,4.812181,100.9797908,4.512181,100.0797908
Perak,2020,Primary,1095.8,116,0.106,4.812181,100.9797908,4.512181,100.0797908
Perak,2020,Secondary,1095.8,670.3,0.612,4.812181,100.9797908,4.512181,100.0797908
Perak,2020,Tertiary,1095.8,296.1,0.27,4.812181,100.9797908,4.512181,100.0797908
Perak,2021,No formal education,1100.6,20.7,0.019,4.812181,100.9797908,4.512181,100.0797908
Perak,2021,Primary,1100.6,92.6,0.084,4.812181,100.9797908,4.512181,100.0797908
Perak,2021,Secondary,1100.6,668.2,0.607,4.812181,100.9797908,4.512181,100.0797908
Perak,2021,Tertiary,1100.6,319.1,0.29,4.812181,100.9797908,4.512181,100.0797908
Perlis,2000,No formal education,77,3.6,0.047,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2000,Primary,77,20.1,0.261,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2000,Secondary,77,43.2,0.561,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2000,Tertiary,77,10.1,0.131,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2001,No formal education,85.9,5,0.058,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2001,Primary,85.9,23.2,0.27,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2001,Secondary,85.9,48.7,0.567,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2001,Tertiary,85.9,9,0.105,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2002,No formal education,58.8,3,0.051,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2002,Primary,58.8,15.1,0.257,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2002,Secondary,58.8,31.8,0.541,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2002,Tertiary,58.8,8.9,0.151,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2003,No formal education,80.1,4.3,0.054,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2003,Primary,80.1,17.2,0.215,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2003,Secondary,80.1,47.7,0.596,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2003,Tertiary,80.1,10.8,0.135,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2004,No formal education,76.3,3.4,0.045,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2004,Primary,76.3,16.4,0.215,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2004,Secondary,76.3,45.6,0.598,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2004,Tertiary,76.3,11,0.144,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2005,No formal education,76.2,3.1,0.041,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2005,Primary,76.2,13.5,0.177,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2005,Secondary,76.2,46.2,0.606,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2005,Tertiary,76.2,13.4,0.176,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2006,No formal education,77,3.2,0.042,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2006,Primary,77,15,0.195,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2006,Secondary,77,46.1,0.599,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2006,Tertiary,77,12.7,0.165,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2007,No formal education,82.5,2.5,0.03,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2007,Primary,82.5,14,0.17,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2007,Secondary,82.5,50.2,0.608,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2007,Tertiary,82.5,15.8,0.192,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2008,No formal education,84,2.7,0.032,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2008,Primary,84,12.2,0.145,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2008,Secondary,84,50.5,0.601,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2008,Tertiary,84,18.5,0.22,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2009,No formal education,84.3,2.7,0.032,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2009,Primary,84.3,11.4,0.135,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2009,Secondary,84.3,50.2,0.595,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2009,Tertiary,84.3,20,0.237,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2010,No formal education,83.6,3.3,0.039,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2010,Primary,83.6,11.6,0.139,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2010,Secondary,83.6,49.4,0.591,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2010,Tertiary,83.6,19.3,0.231,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2011,No formal education,86.8,2.3,0.026,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2011,Primary,86.8,12.9,0.149,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2011,Secondary,86.8,51.4,0.592,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2011,Tertiary,86.8,20.2,0.233,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2012,No formal education,90.6,2.2,0.024,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2012,Primary,90.6,12.5,0.138,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2012,Secondary,90.6,56.4,0.623,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2012,Tertiary,90.6,19.5,0.215,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2013,No formal education,97.9,2.3,0.023,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2013,Primary,97.9,12.4,0.127,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2013,Secondary,97.9,62.6,0.639,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2013,Tertiary,97.9,20.7,0.211,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2014,No formal education,98.5,1.4,0.014,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2014,Primary,98.5,11.6,0.118,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2014,Secondary,98.5,60,0.609,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2014,Tertiary,98.5,25.4,0.258,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2015,No formal education,101.1,1.1,0.011,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2015,Primary,101.1,9.6,0.095,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2015,Secondary,101.1,64.1,0.634,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2015,Tertiary,101.1,26.3,0.26,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2016,No formal education,103.2,1.7,0.016,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2016,Primary,103.2,10.1,0.098,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2016,Secondary,103.2,63.9,0.619,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2016,Tertiary,103.2,27.4,0.266,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2017,No formal education,101.9,1.5,0.015,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2017,Primary,101.9,7.5,0.074,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2017,Secondary,101.9,60.7,0.596,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2017,Tertiary,101.9,32.2,0.316,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2018,No formal education,107.6,1.5,0.014,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2018,Primary,107.6,9.4,0.087,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2018,Secondary,107.6,66.3,0.616,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2018,Tertiary,107.6,30.4,0.283,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2019,No formal education,112.2,1.1,0.01,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2019,Primary,112.2,9.2,0.082,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2019,Secondary,112.2,65.7,0.586,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2019,Tertiary,112.2,36.2,0.323,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2020,No formal education,110.3,0.8,0.007,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2020,Primary,110.3,8.2,0.074,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2020,Secondary,110.3,65.2,0.591,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2020,Tertiary,110.3,36.1,0.327,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2021,No formal education,113.3,1,0.009,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2021,Primary,113.3,5.6,0.049,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2021,Secondary,113.3,70.8,0.625,6.486839199,100.2577623,6.03839199,99.0577623
Perlis,2021,Tertiary,113.3,35.9,0.317,6.486839199,100.2577623,6.03839199,99.0577623
Sabah,2000,No formal education,991.6,116.2,0.117,5.3112,117.095,3.5,118
Sabah,2000,Primary,991.6,323.9,0.327,5.3112,117.095,3.5,118
Sabah,2000,Secondary,991.6,462.7,0.467,5.3112,117.095,3.5,118
Sabah,2000,Tertiary,991.6,88.8,0.09,5.3112,117.095,3.5,118
Sabah,2001,No formal education,"1,048.00",114.3,0.109,5.3112,117.095,3.5,118
Sabah,2001,Primary,"1,048.00",345.9,0.33,5.3112,117.095,3.5,118
Sabah,2001,Secondary,"1,048.00",491.8,0.469,5.3112,117.095,3.5,118
Sabah,2001,Tertiary,"1,048.00",96.1,0.092,5.3112,117.095,3.5,118
Sabah,2002,No formal education,"1,093.20",116.6,0.107,5.3112,117.095,3.5,118
Sabah,2002,Primary,"1,093.20",369.5,0.338,5.3112,117.095,3.5,118
Sabah,2002,Secondary,"1,093.20",496.5,0.454,5.3112,117.095,3.5,118
Sabah,2002,Tertiary,"1,093.20",110.2,0.101,5.3112,117.095,3.5,118
Sabah,2003,No formal education,"1,134.50",120.6,0.106,5.3112,117.095,3.5,118
Sabah,2003,Primary,"1,134.50",376.1,0.332,5.3112,117.095,3.5,118
Sabah,2003,Secondary,"1,134.50",522,0.46,5.3112,117.095,3.5,118
Sabah,2003,Tertiary,"1,134.50",115.6,0.102,5.3112,117.095,3.5,118
Sabah,2004,No formal education,"1,156.90",118.4,0.102,5.3112,117.095,3.5,118
Sabah,2004,Primary,"1,156.90",369.8,0.32,5.3112,117.095,3.5,118
Sabah,2004,Secondary,"1,156.90",541.7,0.468,5.3112,117.095,3.5,118
Sabah,2004,Tertiary,"1,156.90",126.8,0.11,5.3112,117.095,3.5,118
Sabah,2005,No formal education,"1,181.90",119.2,0.101,5.3112,117.095,3.5,118
Sabah,2005,Primary,"1,181.90",399,0.338,5.3112,117.095,3.5,118
Sabah,2005,Secondary,"1,181.90",531.1,0.449,5.3112,117.095,3.5,118
Sabah,2005,Tertiary,"1,181.90",132.4,0.112,5.3112,117.095,3.5,118
Sabah,2006,No formal education,"1,230.40",104.4,0.085,5.3112,117.095,3.5,118
Sabah,2006,Primary,"1,230.40",403.8,0.328,5.3112,117.095,3.5,118
Sabah,2006,Secondary,"1,230.40",574.8,0.467,5.3112,117.095,3.5,118
Sabah,2006,Tertiary,"1,230.40",147.5,0.12,5.3112,117.095,3.5,118
Sabah,2007,No formal education,"1,267.70",119.8,0.095,5.3112,117.095,3.5,118
Sabah,2007,Primary,"1,267.70",401.7,0.317,5.3112,117.095,3.5,118
Sabah,2007,Secondary,"1,267.70",569.6,0.449,5.3112,117.095,3.5,118
Sabah,2007,Tertiary,"1,267.70",176.6,0.139,5.3112,117.095,3.5,118
Sabah,2008,No formal education,"1,294.20",153.4,0.119,5.3112,117.095,3.5,118
Sabah,2008,Primary,"1,294.20",361.4,0.279,5.3112,117.095,3.5,118
Sabah,2008,Secondary,"1,294.20",592.9,0.458,5.3112,117.095,3.5,118
Sabah,2008,Tertiary,"1,294.20",186.5,0.144,5.3112,117.095,3.5,118
Sabah,2009,No formal education,"1,345.30",133,0.099,5.3112,117.095,3.5,118
Sabah,2009,Primary,"1,345.30",386.8,0.288,5.3112,117.095,3.5,118
Sabah,2009,Secondary,"1,345.30",612,0.455,5.3112,117.095,3.5,118
Sabah,2009,Tertiary,"1,345.30",213.6,0.159,5.3112,117.095,3.5,118
Sabah,2010,No formal education,"1,480.70",159.5,0.108,5.3112,117.095,3.5,118
Sabah,2010,Primary,"1,480.70",471.1,0.318,5.3112,117.095,3.5,118
Sabah,2010,Secondary,"1,480.70",637.9,0.431,5.3112,117.095,3.5,118
Sabah,2010,Tertiary,"1,480.70",212.2,0.143,5.3112,117.095,3.5,118
Sabah,2011,No formal education,"1,562.50",164.6,0.105,5.3112,117.095,3.5,118
Sabah,2011,Primary,"1,562.50",467.8,0.299,5.3112,117.095,3.5,118
Sabah,2011,Secondary,"1,562.50",681.3,0.436,5.3112,117.095,3.5,118
Sabah,2011,Tertiary,"1,562.50",248.7,0.159,5.3112,117.095,3.5,118
Sabah,2012,No formal education,"1,627.90",151.6,0.093,5.3112,117.095,3.5,118
Sabah,2012,Primary,"1,627.90",486.2,0.299,5.3112,117.095,3.5,118
Sabah,2012,Secondary,"1,627.90",744.3,0.457,5.3112,117.095,3.5,118
Sabah,2012,Tertiary,"1,627.90",245.7,0.151,5.3112,117.095,3.5,118
Sabah,2013,No formal education,"1,801.70",171.2,0.095,5.3112,117.095,3.5,118
Sabah,2013,Primary,"1,801.70",555,0.308,5.3112,117.095,3.5,118
Sabah,2013,Secondary,"1,801.70",806,0.447,5.3112,117.095,3.5,118
Sabah,2013,Tertiary,"1,801.70",269.5,0.15,5.3112,117.095,3.5,118
Sabah,2014,No formal education,"1,831.60",169.4,0.092,5.3112,117.095,3.5,118
Sabah,2014,Primary,"1,831.60",579.2,0.316,5.3112,117.095,3.5,118
Sabah,2014,Secondary,"1,831.60",786.2,0.429,5.3112,117.095,3.5,118
Sabah,2014,Tertiary,"1,831.60",296.8,0.162,5.3112,117.095,3.5,118
Sabah,2015,No formal education,"1,863.40",191.3,0.103,5.3112,117.095,3.5,118
Sabah,2015,Primary,"1,863.40",564.5,0.303,5.3112,117.095,3.5,118
Sabah,2015,Secondary,"1,863.40",796.3,0.427,5.3112,117.095,3.5,118
Sabah,2015,Tertiary,"1,863.40",311.4,0.167,5.3112,117.095,3.5,118
Sabah,2016,No formal education,"1,927.10",163.2,0.085,5.3112,117.095,3.5,118
Sabah,2016,Primary,"1,927.10",622.4,0.323,5.3112,117.095,3.5,118
Sabah,2016,Secondary,"1,927.10",831.2,0.431,5.3112,117.095,3.5,118
Sabah,2016,Tertiary,"1,927.10",310.2,0.161,5.3112,117.095,3.5,118
Sabah,2017,No formal education,"1,903.80",175.9,0.092,5.3112,117.095,3.5,118
Sabah,2017,Primary,"1,903.80",557.5,0.293,5.3112,117.095,3.5,118
Sabah,2017,Secondary,"1,903.80",844.1,0.443,5.3112,117.095,3.5,118
Sabah,2017,Tertiary,"1,903.80",326.4,0.171,5.3112,117.095,3.5,118
Sabah,2018,No formal education,"1,937.60",210.6,0.109,5.3112,117.095,3.5,118
Sabah,2018,Primary,"1,937.60",517.7,0.267,5.3112,117.095,3.5,118
Sabah,2018,Secondary,"1,937.60",882.6,0.456,5.3112,117.095,3.5,118
Sabah,2018,Tertiary,"1,937.60",326.7,0.169,5.3112,117.095,3.5,118
Sabah,2019,No formal education,"2,025.70",245.3,0.121,5.3112,117.095,3.5,118
Sabah,2019,Primary,"2,025.70",537.3,0.265,5.3112,117.095,3.5,118
Sabah,2019,Secondary,"2,025.70",897.4,0.443,5.3112,117.095,3.5,118
Sabah,2019,Tertiary,"2,025.70",345.8,0.171,5.3112,117.095,3.5,118
Sabah,2020,No formal education,2032.6,179.8,0.088,5.3112,117.095,3.5,118
Sabah,2020,Primary,2032.6,493,0.243,5.3112,117.095,3.5,118
Sabah,2020,Secondary,2032.6,911.2,0.448,5.3112,117.095,3.5,118
Sabah,2020,Tertiary,2032.6,448.6,0.221,5.3112,117.095,3.5,118
Sabah,2021,No formal education,2022,283.4,0.14,5.3112,117.095,3.5,118
Sabah,2021,Primary,2022,476.9,0.236,5.3112,117.095,3.5,118
